Protein,SG,DG,SG_DG_SUM,SG_DG_PRO,SG_DG_SUB,EV,SG_EV_SUM,SG_EV_PRO,SG_EV_SUB,DG_EV_SUM,DG_EV_PRO,DG_EV_SUB,INFO,SG_INFO_SUM,SG_INFO_PRO,SG_INFO_SUB,DG_INFO_SUM,DG_INFO_PRO,DG_INFO_SUB,EV_INFO_SUM,EV_INFO_PRO,EV_INFO_SUB,LAC,SG_LAC_SUM,SG_LAC_PRO,SG_LAC_SUB,DG_LAC_SUM,DG_LAC_PRO,DG_LAC_SUB,EV_LAC_SUM,EV_LAC_PRO,EV_LAC_SUB,INFO_LAC_SUM,INFO_LAC_PRO,INFO_LAC_SUB,BNESS,SG_BNESS_SUM,SG_BNESS_PRO,SG_BNESS_SUB,DG_BNESS_SUM,DG_BNESS_PRO,DG_BNESS_SUB,EV_BNESS_SUM,EV_BNESS_PRO,EV_BNESS_SUB,INFO_BNESS_SUM,INFO_BNESS_PRO,INFO_BNESS_SUB,LAC_BNESS_SUM,LAC_BNESS_PRO,LAC_BNESS_SUB,CNESS,SG_CNESS_SUM,SG_CNESS_PRO,SG_CNESS_SUB,DG_CNESS_SUM,DG_CNESS_PRO,DG_CNESS_SUB,EV_CNESS_SUM,EV_CNESS_PRO,EV_CNESS_SUB,INFO_CNESS_SUM,INFO_CNESS_PRO,INFO_CNESS_SUB,LAC_CNESS_SUM,LAC_CNESS_PRO,LAC_CNESS_SUB,BNESS_CNESS_SUM,BNESS_CNESS_PRO,BNESS_CNESS_SUB,NET,SG_NET_SUM,SG_NET_PRO,SG_NET_SUB,DG_NET_SUM,DG_NET_PRO,DG_NET_SUB,EV_NET_SUM,EV_NET_PRO,EV_NET_SUB,INFO_NET_SUM,INFO_NET_PRO,INFO_NET_SUB,LAC_NET_SUM,LAC_NET_PRO,LAC_NET_SUB,BNESS_NET_SUM,BNESS_NET_PRO,BNESS_NET_SUB,CNESS_NET_SUM,CNESS_NET_PRO,CNESS_NET_SUB,GE_T1,GE_T1_GE_T2_SUM,GE_T1_GE_T2_PRO,GE_T1_GE_T2_SUB,GE_T1_GE_T3_SUM,GE_T1_GE_T3_PRO,GE_T1_GE_T3_SUB,GE_T1_GE_T4_SUM,GE_T1_GE_T4_PRO,GE_T1_GE_T4_SUB,GE_T1_GE_T5_SUM,GE_T1_GE_T5_PRO,GE_T1_GE_T5_SUB,GE_T1_GE_T6_SUM,GE_T1_GE_T6_PRO,GE_T1_GE_T6_SUB,GE_T1_GE_T7_SUM,GE_T1_GE_T7_PRO,GE_T1_GE_T7_SUB,GE_T1_GE_T8_SUM,GE_T1_GE_T8_PRO,GE_T1_GE_T8_SUB,GE_T2,GE_T2_GE_T3_SUM,GE_T2_GE_T3_PRO,GE_T2_GE_T3_SUB,GE_T2_GE_T4_SUM,GE_T2_GE_T4_PRO,GE_T2_GE_T4_SUB,GE_T2_GE_T5_SUM,GE_T2_GE_T5_PRO,GE_T2_GE_T5_SUB,GE_T2_GE_T6_SUM,GE_T2_GE_T6_PRO,GE_T2_GE_T6_SUB,GE_T2_GE_T7_SUM,GE_T2_GE_T7_PRO,GE_T2_GE_T7_SUB,GE_T2_GE_T8_SUM,GE_T2_GE_T8_PRO,GE_T2_GE_T8_SUB,GE_T3,GE_T3_GE_T4_SUM,GE_T3_GE_T4_PRO,GE_T3_GE_T4_SUB,GE_T3_GE_T5_SUM,GE_T3_GE_T5_PRO,GE_T3_GE_T5_SUB,GE_T3_GE_T6_SUM,GE_T3_GE_T6_PRO,GE_T3_GE_T6_SUB,GE_T3_GE_T7_SUM,GE_T3_GE_T7_PRO,GE_T3_GE_T7_SUB,GE_T3_GE_T8_SUM,GE_T3_GE_T8_PRO,GE_T3_GE_T8_SUB,GE_T4,GE_T4_GE_T5_SUM,GE_T4_GE_T5_PRO,GE_T4_GE_T5_SUB,GE_T4_GE_T6_SUM,GE_T4_GE_T6_PRO,GE_T4_GE_T6_SUB,GE_T4_GE_T7_SUM,GE_T4_GE_T7_PRO,GE_T4_GE_T7_SUB,GE_T4_GE_T8_SUM,GE_T4_GE_T8_PRO,GE_T4_GE_T8_SUB,GE_T5,GE_T5_GE_T6_SUM,GE_T5_GE_T6_PRO,GE_T5_GE_T6_SUB,GE_T5_GE_T7_SUM,GE_T5_GE_T7_PRO,GE_T5_GE_T7_SUB,GE_T5_GE_T8_SUM,GE_T5_GE_T8_PRO,GE_T5_GE_T8_SUB,GE_T6,GE_T6_GE_T7_SUM,GE_T6_GE_T7_PRO,GE_T6_GE_T7_SUB,GE_T6_GE_T8_SUM,GE_T6_GE_T8_PRO,GE_T6_GE_T8_SUB,GE_T7,GE_T7_GE_T8_SUM,GE_T7_GE_T8_PRO,GE_T7_GE_T8_SUB,GE_T8,Essentiality,Essential_Name
YHR014W,2.26E+14,1,2.26E+14,2.26E+14,2.26E+14,0.001055798,2.26E+14,2.39E+11,0.00E+00,1.00E+00,1.06E-03,9.99E-01,1.2736517,2.26E+14,2.88E+14,2.26E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.34E-03,-1.27E+00,0,2.26E+14,0.00E+00,2.26E+14,1.00E+00,0.00E+00,1.00E+00,1.06E-03,0.00E+00,1.06E-03,1.27E+00,0.00E+00,1.27E+00,0,2.26E+14,0.00E+00,2.26E+14,1,0,1,0.001055798,0,0.001055798,1.2736517,0,1.2736517,0,0,0,0.007472567,2.26E+14,1.69E+12,2.26E+14,1.007472567,0.007472567,0.992527433,0.008528365,7.89E-06,-0.006416769,1.281124267,0.009517448,1.266179133,0.007472567,0,-0.007472567,0.007472567,0,-0.007472567,0,2.26E+14,0.00E+00,2.26E+14,1,0,1,0.001055798,0,0.001055798,1.2736517,0,1.2736517,0,0,0,0,0,0,0.007472567,0,0.007472567,37.9,73.7,1356.82,2.1,105.8,2573.41,-73.7,180.9,5419.7,-105.1,68.1,1144.58,7.7,59.1,803.48,16.7,89.3,1948.06,-13.5,123.2,3232.87,-47.4,35.8,103.7,2430.82,-32.1,178.8,5119.4,-107.2,66,1081.16,5.6,57,758.96,14.6,87.2,1840.12,-15.6,121.1,3053.74,-49.5,67.9,210.9,9709.7,-75.1,98.1,2050.58,37.7,89.1,1.53E+16,46.7,119.3,3490.06,16.5,153.2,5791.87,-17.4,143,173.2,4318.6,112.8,164.2,3031.6,121.8,194.4,7350.2,91.6,228.3,12197.9,57.7,30.2,51.4,640.24,9,81.6,1552.28,-21.2,55.1,2576.06,-33.9,21.2,72.6,1089.68,-30.2,106.5,1808.36,-64.1,51.4,136.7,4384.42,-33.9,85.3,0,NE
YBR195C,2.26E+14,3,2.26E+14,6.78E+14,2.26E+14,0.001055618,2.26E+14,2.38E+11,-4.52E+14,3.00E+00,3.17E-03,3.00E+00,1.8680184,2.26E+14,4.22E+14,2.26E+14,4.87E+00,5.60E+00,1.13E+00,1.87E+00,1.97E-03,-1.87E+00,0,2.26E+14,0.00E+00,2.26E+14,3.00E+00,0.00E+00,3.00E+00,1.06E-03,0.00E+00,1.06E-03,1.87E+00,0.00E+00,1.87E+00,168.21284,2.26E+14,3.80E+16,2.26E+14,171.21284,504.63852,-165.21284,168.2138956,0.177568485,-168.2117844,170.0808584,314.2246802,-166.3448216,168.21284,0,-168.21284,0.007484426,2.26E+14,1.69E+12,2.26E+14,3.007484426,0.022453278,2.992515574,0.008540044,7.90E-06,-0.006428808,1.875502826,0.013981045,1.860533974,0.007484426,0,-0.007484426,168.2203244,1.258976553,168.2053556,0,2.26E+14,0.00E+00,2.26E+14,3,0,3,0.001055618,0,0.001055618,1.8680184,0,1.8680184,0,0,0,168.21284,0,168.21284,0.007484426,0,0.007484426,19989.5,72954,1058733873,-32975,107589.9,1751088196,-72954,65204.2,903819245.7,-25225.2,34608,292216505.8,5371,73992,1079482974,-34013,81329.6,1226157929,-41350.6,84769.7,1294923808,-44790.7,52964.5,140564.9,4639711386,-34635.9,98179.2,2394773978,7749.8,67583,774261543.3,38346,106967,2860215411,-1038,114304.6,3248847726,-8375.6,117744.7,3431050903,-11815.7,87600.4,132815.1,3960825806,42385.7,102218.9,1280586447,72981.9,141602.9,1.98E+19,33597.9,148940.5,5373417296,26260.3,152380.6,5674771432,22820.2,45214.7,59833.2,660971092,30596.2,99217.2,2441706837,-8787.8,106554.8,2773474219,-16125.4,109994.9,2929017309,-19565.5,14618.5,68621,789435546.3,-39384,75958.6,896700251.9,-46721.6,50161.7,946989353.7,-3440.1,54002.5,115342.6,3312518750,-7337.6,118782.7,3498292751,-10777.7,61340.1,126120.3,3973623946,-3440.1,64780.2,0,NE
YGR076C,2.24E+14,2,2.24E+14,4.47E+14,2.24E+14,0.001050032,2.24E+14,2.35E+11,-2.24E+14,2.00E+00,2.10E-03,2.00E+00,1.6165401,2.24E+14,3.61E+14,2.24E+14,3.62E+00,3.23E+00,3.83E-01,1.62E+00,1.70E-03,-1.62E+00,0,2.24E+14,0.00E+00,2.24E+14,2.00E+00,0.00E+00,2.00E+00,1.05E-03,0.00E+00,1.05E-03,1.62E+00,0.00E+00,1.62E+00,88.44645,2.24E+14,1.98E+16,2.24E+14,90.44645,176.8929,-86.44645,88.44750003,0.092871603,-88.44539997,90.0629901,142.9772331,-86.8299099,88.44645,0,-88.44645,0.007479641,2.24E+14,1.67E+12,2.24E+14,2.007479641,0.014959282,1.992520359,0.008529673,7.85E-06,-0.006429609,1.624019741,0.01209114,1.609060459,0.007479641,0,-0.007479641,88.45392964,0.661547694,88.43897036,0,2.24E+14,0.00E+00,2.24E+14,2,0,2,0.001050032,0,0.001050032,1.6165401,0,1.6165401,0,0,0,88.44645,0,88.44645,0.007479641,0,0.007479641,161.2,407.9,39768.04,-85.5,324.9,26388.44,-407.9,694,85887.36,-371.6,474.3,50471.72,-151.9,296.5,21810.36,25.9,324.1,26259.48,-1.7,439.4,44845.84,-117,246.7,410.4,40384.79,83,779.5,131441.76,-286.1,559.8,77241.77,-66.4,382,33378.51,111.4,409.6,40187.43,83.8,524.9,68631.94,-31.5,163.7,696.5,87219.36,-369.1,476.8,51254.47,-149.4,299,3.67E+16,28.4,326.6,26666.73,0.8,441.9,45541.34,-114.5,532.8,845.9,166819.68,219.7,668.1,72087.84,397.5,695.7,86793.12,369.9,811,148224.96,254.6,313.1,448.4,42362.43,177.8,476,51003.99,150.2,-34.9,87104.42,-115.3,135.3,298.2,22040.37,-27.6,413.5,37640.46,-142.9,162.9,441.1,45318.78,-115.3,278.2,0,NE
YGR144W,2.23E+14,1,2.23E+14,2.23E+14,2.23E+14,0.001049759,2.23E+14,2.35E+11,0.00E+00,1.00E+00,1.05E-03,9.99E-01,1.2736517,2.23E+14,2.85E+14,2.23E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.34E-03,-1.27E+00,0,2.23E+14,0.00E+00,2.23E+14,1.00E+00,0.00E+00,1.00E+00,1.05E-03,0.00E+00,1.05E-03,1.27E+00,0.00E+00,1.27E+00,0,2.23E+14,0.00E+00,2.23E+14,1,0,1,0.001049759,0,0.001049759,1.2736517,0,1.2736517,0,0,0,0.00747722,2.23E+14,1.67E+12,2.23E+14,1.00747722,0.00747722,0.99252278,0.008526979,7.85E-06,-0.006427461,1.28112892,0.009523374,1.26617448,0.00747722,0,-0.00747722,0.00747722,0,-0.00747722,0,2.23E+14,0.00E+00,2.23E+14,1,0,1,0.001049759,0,0.001049759,1.2736517,0,1.2736517,0,0,0,0,0,0,0.00747722,0,0.00747722,471,669,93258,273,778,144597,-669,799.1,154535.1,142.9,839.7,173657.7,102.3,728.2,121141.2,213.8,629.8,74794.8,312.2,740.2,126793.2,201.8,198,505,60786,-109,526.1,64963.8,-130.1,566.7,73002.6,-170.7,455.2,50925.6,-59.2,356.8,31442.4,39.2,467.2,53301.6,-71.2,307,635.1,100726.7,-21.1,675.7,113190.9,-61.7,564.2,6.85E+16,49.8,465.8,48751.6,148.2,576.2,82644.4,37.8,328.1,696.8,120970.47,-40.6,585.3,84387.32,70.9,486.9,52102.28,169.3,597.3,88324.52,58.9,368.7,625.9,94829.64,111.5,527.5,58549.56,209.9,-99.5,99254.04,-110.4,257.2,416,40843.36,98.4,526.4,69238.24,-12,158.8,428,42748.96,-110.4,269.2,0,NE
YJL192C,2.22E+14,1,2.22E+14,2.22E+14,2.22E+14,0.001047323,2.22E+14,2.33E+11,0.00E+00,1.00E+00,1.05E-03,9.99E-01,1.2736517,2.22E+14,2.83E+14,2.22E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.33E-03,-1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1.00E+00,0.00E+00,1.00E+00,1.05E-03,0.00E+00,1.05E-03,1.27E+00,0.00E+00,1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001047323,0,0.001047323,1.2736517,0,1.2736517,0,0,0,0.007457419,2.22E+14,1.66E+12,2.22E+14,1.007457419,0.007457419,0.992542581,0.008504742,7.81E-06,-0.006410097,1.281109119,0.009498155,1.266194281,0.007457419,0,-0.007457419,0.007457419,0,-0.007457419,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001047323,0,0.001047323,1.2736517,0,1.2736517,0,0,0,0,0,0,0.007457419,0,0.007457419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YGR098C,2.22E+14,2,2.22E+14,4.45E+14,2.22E+14,0.001047183,2.22E+14,2.33E+11,-2.22E+14,2.00E+00,2.09E-03,2.00E+00,1.6165401,2.22E+14,3.59E+14,2.22E+14,3.62E+00,3.23E+00,3.83E-01,1.62E+00,1.69E-03,-1.62E+00,0,2.22E+14,0.00E+00,2.22E+14,2.00E+00,0.00E+00,2.00E+00,1.05E-03,0.00E+00,1.05E-03,1.62E+00,0.00E+00,1.62E+00,14.6849375,2.22E+14,3.26E+15,2.22E+14,16.6849375,29.369875,-12.6849375,14.68598468,0.015377818,-14.68389032,16.3014776,23.73879033,-13.0683974,14.6849375,0,-14.6849375,0.007473141,2.22E+14,1.66E+12,2.22E+14,2.007473141,0.014946282,1.992526859,0.008520324,7.83E-06,-0.006425958,1.624013241,0.012080632,1.609066959,0.007473141,0,-0.007473141,14.69241064,0.109742609,14.67746436,0,2.22E+14,0.00E+00,2.22E+14,2,0,2,0.001047183,0,0.001047183,1.6165401,0,1.6165401,0,0,0,14.6849375,0,14.6849375,0.007473141,0,0.007473141,19.9,114.2,1876.57,-74.4,96.3,1520.36,-114.2,281.2,5199.87,-241.4,44.9,497.5,-5.1,76,1116.39,-36.2,106.1,1715.38,-66.3,125.5,2101.44,-85.7,94.3,170.7,7204.52,17.9,355.6,24640.59,-167,119.3,2357.5,69.3,150.4,5290.23,38.2,180.5,8128.66,8.1,199.9,9958.08,-11.3,76.4,337.7,19963.32,-184.9,101.4,1910,51.4,132.5,1.70E+16,20.3,162.6,6585.68,-9.8,182,8067.84,-29.2,261.3,286.3,6532.5,236.3,317.4,14658.93,205.2,347.5,22524.06,175.1,366.9,27593.28,155.7,25,81.1,1402.5,-31.1,111.2,2155,-61.2,80.6,2640,-19.4,56.1,142.3,4835.82,-30.1,161.7,5924.16,-49.5,86.2,191.8,9102.72,-19.4,105.6,0,NE
YAL028W,2.22E+14,1,2.22E+14,2.22E+14,2.22E+14,0.001046073,2.22E+14,2.32E+11,0.00E+00,1.00E+00,1.05E-03,9.99E-01,1.2736517,2.22E+14,2.83E+14,2.22E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.33E-03,-1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1.00E+00,0.00E+00,1.00E+00,1.05E-03,0.00E+00,1.05E-03,1.27E+00,0.00E+00,1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001046073,0,0.001046073,1.2736517,0,1.2736517,0,0,0,0.00746966,2.22E+14,1.66E+12,2.22E+14,1.00746966,0.00746966,0.99253034,0.008515733,7.81E-06,-0.006423587,1.28112136,0.009513745,1.26618204,0.00746966,0,-0.00746966,0.00746966,0,-0.00746966,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001046073,0,0.001046073,1.2736517,0,1.2736517,0,0,0,0,0,0,0.00746966,0,0.00746966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YFL054C,2.22E+14,2,2.22E+14,4.44E+14,2.22E+14,0.001045954,2.22E+14,2.32E+11,-2.22E+14,2.00E+00,2.09E-03,2.00E+00,1.6165401,2.22E+14,3.59E+14,2.22E+14,3.62E+00,3.23E+00,3.83E-01,1.62E+00,1.69E-03,-1.62E+00,0,2.22E+14,0.00E+00,2.22E+14,2.00E+00,0.00E+00,2.00E+00,1.05E-03,0.00E+00,1.05E-03,1.62E+00,0.00E+00,1.62E+00,122.93012,2.22E+14,2.73E+16,2.22E+14,124.93012,245.86024,-120.93012,122.931166,0.128579275,-122.929074,124.5466601,198.7214685,-121.3135799,122.93012,0,-122.93012,0.007467082,2.22E+14,1.66E+12,2.22E+14,2.007467082,0.014934164,1.992532918,0.008513036,7.81E-06,-0.006421128,1.624007182,0.012070837,1.609073018,0.007467082,0,-0.007467082,122.9375871,0.917929286,122.9226529,0,2.22E+14,0.00E+00,2.22E+14,2,0,2,0.001045954,0,0.001045954,1.6165401,0,1.6165401,0,0,0,122.93012,0,122.93012,0.007467082,0,0.007467082,4484.3,12637.7,36562291.62,-3669.1,9144.7,20898631.72,-12637.7,7307.9,12661869.48,1660.7,9306.9,21625985.18,-338.3,11893.3,33224178.7,-2924.7,9881.2,24201318.67,-912.6,8231.1,16801775.24,737.5,8153.4,12813.8,37998105.36,3493,10977,23021940.24,5329.8,12976,39320586.84,3330.8,15562.4,60408540.6,744.4,13550.3,44003084.46,2756.5,11900.2,30549159.12,4406.6,4660.4,7484,13159105.44,1836.8,9483,22475245.04,-162.2,12069.4,1.03E+18,-2748.6,10057.3,25151712.76,-736.5,8407.2,17461586.72,913.6,2823.6,7646.2,13617093.36,-1999,10232.6,20920052.4,-4585.4,8220.5,15238686.84,-2573.3,6570.4,10579464.48,-923.2,4822.6,12231.6,35730643.4,-2586.4,10219.5,26027089.94,-574.3,-1075.8,18069317.68,1650.1,7409,12805.9,39985632.1,2012.1,11155.8,27760041.2,3662.2,5396.9,9143.7,20221104.92,1650.1,3746.8,0,NE
YJL139C,2.22E+14,1,2.22E+14,2.22E+14,2.22E+14,0.001045577,2.22E+14,2.32E+11,0.00E+00,1.00E+00,1.05E-03,9.99E-01,1.2736517,2.22E+14,2.82E+14,2.22E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.33E-03,-1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1.00E+00,0.00E+00,1.00E+00,1.05E-03,0.00E+00,1.05E-03,1.27E+00,0.00E+00,1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001045577,0,0.001045577,1.2736517,0,1.2736517,0,0,0,0.007463954,2.22E+14,1.65E+12,2.22E+14,1.007463954,0.007463954,0.992536047,0.00850953,7.80E-06,-0.006418377,1.281115654,0.009506477,1.266187747,0.007463954,0,-0.007463954,0.007463954,0,-0.007463954,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001045577,0,0.001045577,1.2736517,0,1.2736517,0,0,0,0,0,0,0.007463954,0,0.007463954,332.7,872.3,179524.92,-206.9,786.3,150912.72,-872.3,598.6,88464.93,66.8,1257.7,307747.5,-592.3,994.5,220180.86,-329.1,847.9,171407.04,-182.5,529.2,65375.55,136.2,539.6,993.2,244762.56,86,805.5,143479.64,273.7,1464.6,499130,-385.4,1201.4,357107.28,-122.2,1054.8,278001.92,24.4,736.1,106031.4,343.1,453.6,719.5,120612.24,187.7,1378.6,419580,-471.4,1115.4,1.01E+17,-208.2,968.8,233694.72,-61.6,650.1,89132.4,257.1,265.9,1190.9,245957.5,-659.1,927.7,175972.62,-395.9,781.1,136991.68,-249.3,462.4,52249.35,69.4,925,1586.8,612165,263.2,1440.2,476560,409.8,-728.5,181762.5,318.7,661.8,1177,340959.36,146.6,858.3,130043.7,465.3,515.2,711.7,101236.8,318.7,196.5,0,NE
YIL092W,2.22E+14,1,2.22E+14,2.22E+14,2.22E+14,0.001045577,2.22E+14,2.32E+11,0.00E+00,1.00E+00,1.05E-03,9.99E-01,1.2736517,2.22E+14,2.82E+14,2.22E+14,2.27E+00,1.27E+00,-2.74E-01,1.27E+00,1.33E-03,-1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1.00E+00,0.00E+00,1.00E+00,1.05E-03,0.00E+00,1.05E-03,1.27E+00,0.00E+00,1.27E+00,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001045577,0,0.001045577,1.2736517,0,1.2736517,0,0,0,0.007463954,2.22E+14,1.65E+12,2.22E+14,1.007463954,0.007463954,0.992536047,0.00850953,7.80E-06,-0.006418377,1.281115654,0.009506477,1.266187747,0.007463954,0,-0.007463954,0.007463954,0,-0.007463954,0,2.22E+14,0.00E+00,2.22E+14,1,0,1,0.001045577,0,0.001045577,1.2736517,0,1.2736517,0,0,0,0,0,0,0.007463954,0,0.007463954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00E+00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NE
YDL111C,2.21E+14,3,2.21E+14,6.63E+14,2.21E+14,0.001044018,2.21E+14,2.31E+11,-4.42E+14,3.00E+00,3.13E-03,3.00E+00,1.8680184,2.21E+14,4.13E+14,2.21E+14,4.87E+00,5.60E+00,1.13E+00,1.87E+00,1.95E-03,-1.87E+00,0.6666667,2.21E+14,1.47E+14,2.21E+14,3.67E+00,2.00E+00,2.33E+00,6.68E-01,6.96E-04,-6.66E-01,2.53E+00,1.25E+00,1.20E+00,1121.1829,2.21E+14,2.48E+17,2.21E+14,1124.1829,3363.5487,-1118.1829,1121.183944,1.17053468,-1121.181856,1123.050918,2094.390287,-1119.314882,1121.849567,747.455304,-1120.516233,0.00749006,2.21E+14,1.66E+12,2.21E+14,3.00749006,0.022470181,2.99250994,0.008534078,7.82E-06,-0.006446043,1.87550846,0.01399157,1.86052834,0.67415676,0.004993374,0.65917664,1121.19039,8.397727528,1121.17541,1,2.21E+14,2.21E+14,2.21E+14,4,3,2,1.001044018,0.001044018,-0.998955982,2.8680184,1.8680184,0.8680184,1.6666667,0.6666667,-0.3333333,1122.1829,1121.1829,1120.1829,1.00749006,0.00749006,-0.99250994,1995.5,3308.1,2619293.3,682.9,2946.1,1896922.3,-3308.1,3222.9,2449276.7,768.1,4112.9,4225271.7,-121.9,4069.6,4138866.55,-78.6,2799.4,1604182.45,1191.6,3453.3,2909039.9,537.7,1312.6,2263.2,1247757.56,362,2540,1611085.24,85.2,3430,2779299.24,-804.8,3386.7,2722463.66,-761.5,2116.5,1055199.14,508.7,2770.4,1913508.28,-145.2,950.6,2178,1166766.44,-276.8,3068,2012800.44,-1166.8,3024.7,2.10E+17,-1123.5,1754.5,764187.34,146.7,2408.4,1385784.68,-507.2,1227.4,3344.8,2598896.76,-890,3301.5,2545750.34,-846.7,2031.3,986706.86,423.5,2685.2,1789303.72,-230.4,2117.4,4191.5,4391699.34,43.3,2921.3,1702177.86,1313.5,-659.6,3086745.72,-653.9,2074.1,2878,1667368.99,1270.2,3531.9,3023622.98,616.3,803.9,2261.7,1171925.42,-653.9,1457.8,0,NE
YGR205W,2.21E+14,5,2.21E+14,1.10E+15,2.21E+14,0.001043881,2.21E+14,2.31E+11,-8.84E+14,5.00E+00,5.22E-03,5.00E+00,2.2121127,2.21E+14,4.89E+14,2.21E+14,7.21E+00,1.11E+01,2.79E+00,2.21E+00,2.31E-03,-2.21E+00,0,2.21E+14,0.00E+00,2.21E+14,5.00E+00,0.00E+00,5.00E+00,1.04E-03,0.00E+00,1.04E-03,2.21E+00,0.00E+00,2.21E+00,11996.532,2.21E+14,2.65E+18,2.21E+14,12001.532,59982.66,-11991.532,11996.53304,12.52295182,-11996.53096,11998.74411,26537.68079,-11994.31989,11996.532,0,-11996.532,0.007476338,2.21E+14,1.65E+12,2.21E+14,5.007476338,0.03738169,4.992523662,0.008520219,7.80E-06,-0.006432457,2.219589038,0.016538502,2.204636362,0.007476338,0,-0.007476338,11996.53948,89.69012806,11996.52452,0,2.21E+14,0.00E+00,2.21E+14,5,0,5,0.001043881,0,0.001043881,2.2121127,0,2.2121127,0,0,0,11996.532,0,11996.532,0.007476338,0,0.007476338,263.5,525.4,69010.65,1.6,532.7,70934.2,-525.4,780.7,136282.2,-253.7,544.1,73938.1,-17.1,462.2,52357.45,64.8,590.5,86164.5,-63.5,724.5,121473.5,-197.5,261.9,531.1,70503.48,-7.3,779.1,135454.68,-255.3,542.5,73489.14,-18.7,460.6,52039.53,63.2,588.9,85641.3,-65.1,722.9,120735.9,-199.1,269.2,786.4,139230.24,-248,549.8,75537.52,-11.4,467.9,5.95E+16,70.5,596.2,88028.4,-57.8,730.2,124101.2,-191.8,517.2,797.8,145126.32,236.6,715.9,102767.64,318.5,844.2,169124.4,190.2,978.2,238429.2,56.2,280.6,479.3,55755.22,81.9,607.6,91756.2,-46.4,180.4,129356.6,-134,198.7,525.7,64974.9,-128.3,659.7,91600.7,-262.3,327,788,150747,-134,461,0,NE
